qid,occurrence,label,description,instance_of,uri
Q6031761,1,Gabriel Oxenstierna,10 Oct 1642 Stckholm - 28 Feb 1707,Q5,http://wikidata.org/entity/Q6031761
Q19838180,1,Ture Oxenstierna,"Swedish count, colonel and county governor",Q5,http://wikidata.org/entity/Q19838180
Q2834170,1,Alexander of Cotiaeum,Greek grammarian,Q5,http://wikidata.org/entity/Q2834170
Q311879,1,Herodes Atticus,Greek sophist and Roman senator (101–177),Q5,http://wikidata.org/entity/Q311879
Q317055,1,Marcus Cornelius Fronto,2nd century Roman rhetorician and advocate,Q5,http://wikidata.org/entity/Q317055
Q18999,1,Junius Rusticus,Stoic philosopher (100-170),Q5,http://wikidata.org/entity/Q18999
Q717647,1,Gnaeus Claudius Severus Arabianus,2nd century Roman senator and philosopher,Q5,http://wikidata.org/entity/Q717647
Q1284248,1,Annia Cornificia Faustina,sister of Roman emperor Marcus Aurelius,Q5,http://wikidata.org/entity/Q1284248
Q1292169,1,Marcus Annius Verus,father of Marcus Aurelius,Q5,http://wikidata.org/entity/Q1292169
Q1429,1,Antoninus Pius,15th Roman Emperor (138–161),Q5,http://wikidata.org/entity/Q1429
Q1815905,1,Calvisia Domitia Lucilla,mother of Roman emperor Marcus Aurelius,Q5,http://wikidata.org/entity/Q1815905
Q111205705,1,Malemnius,supposed king of the Sallentini during the reign of Numa Pompilius,Q21070568,http://wikidata.org/entity/Q111205705
Q3291176,1,Antonines,part of the Nerva–Antonine dynasty,Q164950,http://wikidata.org/entity/Q3291176
Q11907287,1,Aurelies,line of the gens Aurelia which the emperors Antoninus Pius and Marcus Aurelius were part of,Q1642895,http://wikidata.org/entity/Q11907287
Q3202662,1,Nerva–Antonine dynasty,dynasty of Roman Emperors,Q164950,http://wikidata.org/entity/Q3202662
Q11936307,1,Madauros,ancient Roman city in Algeria,Q839954,http://wikidata.org/entity/Q11936307
Q6548,1,Orléans,"large city and commune in Loiret, Centre-Val de Loire, France",Q484170,http://wikidata.org/entity/Q6548
Q163795,1,Valenciennes,"French commune in Nord, Hauts-de-France",Q484170,http://wikidata.org/entity/Q163795
Q2743448,1,Julia Major,eldest sister of Julius Caesar,Q5,http://wikidata.org/entity/Q2743448
Q241143,1,Julia Minor,"sister of Julius Caesar, and grandmother of Augustus",Q5,http://wikidata.org/entity/Q241143
Q11774156,2,memoirist,type of autobiographer,Q28640,http://wikidata.org/entity/Q11774156
Q314710,1,Gaius Julius Caesar,Roman senator and father of Julius Caesar (c.140 BC - 85 BC),Q5,http://wikidata.org/entity/Q314710
Q232725,1,Aurelia,mother of Julius Caesar,Q5,http://wikidata.org/entity/Q232725
Q255870,1,Julia,wife of Gaius Marius,Q5,http://wikidata.org/entity/Q255870
Q231696,1,Atia,mother of Roman emperor Augustus,Q5,http://wikidata.org/entity/Q231696
Q127420850,1,Suena,folklore character who was the wife of Silvius Brabo and niece of Julius Caesar,Q25810847,http://wikidata.org/entity/Q127420850
Q3268376,1,Julii Caesares,patrician branch of the gens Julia,Q104258569,http://wikidata.org/entity/Q3268376
Q192841,1,Julio-Claudian dynasty,"Roman imperial dynasty consisting of the first five emperors: Augustus, Tiberius, Caligula, Claudius and Nero",Q164950,http://wikidata.org/entity/Q192841
Q20101028,1,Magius Celer Velleianus,,Q5,http://wikidata.org/entity/Q20101028
Q55054,1,Mirabella Eclano,Italian comune,Q747074,http://wikidata.org/entity/Q55054
Q128716,1,Sarzeau,"commune in Morbihan, France",Q484170,http://wikidata.org/entity/Q128716
Q7928931,1,Vigilantia,sister of Byzantine emperor Justinian I,Q5,http://wikidata.org/entity/Q7928931
Q4175034,1,legislator,member of a legislature,Q12737077,http://wikidata.org/entity/Q4175034
Q39018,1,emperor,type of monarch,Q355567,http://wikidata.org/entity/Q39018
Q119611049,1,Taurision (Serbia),,,http://wikidata.org/entity/Q119611049
Q16869,1,Constantinople,"capital of the Eastern Roman, Latin and Ottoman Empires, currently Istanbul, Turkey",Q515,http://wikidata.org/entity/Q16869
Q12544,1,Byzantine Empire,Roman Empire during Late Antiquity and the Middle Ages,Q48349,http://wikidata.org/entity/Q12544
Q107437998,1,Vigilantia,mother of Justinian I,Q5,http://wikidata.org/entity/Q107437998
Q1133400,1,Justinian dynasty,dynasty,Q164950,http://wikidata.org/entity/Q1133400
Q578750,1,Rothbury,"town and civil parish in Northumberland, England",Q532,http://wikidata.org/entity/Q578750
Q192896,1,Carlisle,"city in Cumberland, Cumbria, England",Q515,http://wikidata.org/entity/Q192896
Q2598,1,Watford,"town in Hertfordshire, England",Q3957,http://wikidata.org/entity/Q2598
Q623382,1,Killarney,"town in County Kerry, Ireland",Q3957,http://wikidata.org/entity/Q623382
Q163584,1,Derry,City in Northern Ireland,Q515,http://wikidata.org/entity/Q163584
Q6407035,2,Kilkenny College,"school in Kilkenny, County Kilkenny, Ireland",Q159334,http://wikidata.org/entity/Q6407035
Q1520005,1,Little Barford,"village and civil parish in Bedfordshire, UK",Q532,http://wikidata.org/entity/Q1520005
Q96087772,1,John Rowe,,Q5,http://wikidata.org/entity/Q96087772
Q96087773,1,Elizabeth Edwards,,Q5,http://wikidata.org/entity/Q96087773
Q3560910,1,Highgate School,"school in Haringey, UK",Q2418495,http://wikidata.org/entity/Q3560910
Q75399420,1,Francis Colman,British envoy to the grand duke of Tuscany,Q5,http://wikidata.org/entity/Q75399420
Q75399418,1,Mary Gumley,Peerage person ID=117881,Q5,http://wikidata.org/entity/Q75399418
Q1759246,1,theatrical producer,person or firm that oversees the staging of theatre productions,Q15839299,http://wikidata.org/entity/Q1759246
Q6411536,1,King Edward VI School,"school in Staffordshire, UK",Q159334,http://wikidata.org/entity/Q6411536
Q7528204,1,Sir Joseph Williamson's Mathematical School,"school in Medway, UK",Q967098,http://wikidata.org/entity/Q7528204
Q201970,2,Shrewsbury,"county town of Shropshire, England",Q1357964,http://wikidata.org/entity/Q201970
Q146747,2,Vauxhall,"area in the London Borough of Lambeth, England",Q2755753,http://wikidata.org/entity/Q146747
Q2280221,2,Shrewsbury School,"school in Shropshire, UK",Q159334,http://wikidata.org/entity/Q2280221
Q3579035,1,travel writer,person who writes travel literature,Q28640,http://wikidata.org/entity/Q3579035
Q10498147,1,scientific explorer,"type of explorer travelling to exotic places in order to explore flora, fauna, or geology",Q12737077,http://wikidata.org/entity/Q10498147
Q12356615,1,traveler,person who travels or makes voyages,Q12737077,http://wikidata.org/entity/Q12356615
Q3621491,4,archaeologist,person studying human activity in the past,Q28640,http://wikidata.org/entity/Q3621491
Q109558480,1,afsetter,occupation,Q28640,http://wikidata.org/entity/Q109558480
Q124605835,1,map drawer,drawer of maps,Q28640,http://wikidata.org/entity/Q124605835
Q949530,1,Demonax,2nd century Greek philosopher,Q5,http://wikidata.org/entity/Q949530
Q1026347,1,Samosata,"ancient city of Commagene, in modern-day Turkey",Q15661340,http://wikidata.org/entity/Q1026347
Q1697394,2,Joannes Daniel Lennep,Dutch author and university professor,Q5,http://wikidata.org/entity/Q1697394
Q4966577,1,Alexis,4th century BC Athenian comic poet,Q5,http://wikidata.org/entity/Q4966577
Q13415481,1,Kephisia,ancient Athenian deme,Q672490,http://wikidata.org/entity/Q13415481
Q5494306,1,Freattyda,"neighborhood of Piraeus, Greece",Q123705,http://wikidata.org/entity/Q5494306
Q11225429,1,Thebes,ancient Greek city-state,Q148837,http://wikidata.org/entity/Q11225429
Q11160,1,Cassel,"commune in Nord, France",Q484170,http://wikidata.org/entity/Q11160
Q104712,1,Elbląg,"place in Warmian-Masurian, Poland",Q925381,http://wikidata.org/entity/Q104712
Q1031430,1,Habsburg Netherlands,region of the Low Countries ruled by the Habsburg House from 1482 to 1795,Q11514315,http://wikidata.org/entity/Q1031430
Q55074038,1,Giovanni Domenico Sala,,Q5,http://wikidata.org/entity/Q55074038
Q504352,1,Rasmus Bartholin,"Danish scientist, physician and grammarian (1625-1698)",Q5,http://wikidata.org/entity/Q504352
Q264593,1,Caspar Bartholin the Elder,Danish polymath (1585-1629),Q5,http://wikidata.org/entity/Q264593
Q77520,1,Thomas Fincke,Danish mathematician and physician (1561-1656),Q5,http://wikidata.org/entity/Q77520
Q49476,1,archbishop,bishop of higher rank in many Christian denominations,Q21114371,http://wikidata.org/entity/Q49476
Q676711,1,Tressan,"commune in Hérault, France",Q484170,http://wikidata.org/entity/Q676711
Q1989567,1,Château de Gaillon,"French Renaissance castle located in Gaillon, Normandy",Q751876,http://wikidata.org/entity/Q1989567
Q24387326,1,mythographer,writer on mythology,Q12737077,http://wikidata.org/entity/Q24387326
Q3606949,2,Agyrion,human settlement in Italy,Q15661340,http://wikidata.org/entity/Q3606949
Q16034211,1,Famille Morel,family,Q13417114,http://wikidata.org/entity/Q16034211
Q5506107,1,Fronto of Emesa,3rd-century Greek rhetorician,Q5,http://wikidata.org/entity/Q5506107
Q131301,1,Homs,city in western Syria,Q1549591,http://wikidata.org/entity/Q131301
Q5747,1,Palmyra,"ancient city in Homs Governorate, Syria",Q15661340,http://wikidata.org/entity/Q5747
Q2396671,1,Étienne-Maurice Chompré,French writer (1701–1784),Q5,http://wikidata.org/entity/Q2396671
Q614449,1,Narcy,"commune in Haute-Marne, France",Q484170,http://wikidata.org/entity/Q614449
Q1007545,1,Galatasaray High School,high school in Turkey,Q159334,http://wikidata.org/entity/Q1007545
Q204979,1,Vézelay,"commune in Yonne, France",Q484170,http://wikidata.org/entity/Q204979
Q2473815,1,Dominicus Baudius,Dutch historian and poet,Q5,http://wikidata.org/entity/Q2473815
Q19977066,1,Gottlob Schuberth,German oboist and clarinetist,Q5,http://wikidata.org/entity/Q19977066
Q75540217,1,"William Pierrepont, Earl of Kingston",(born 1692),Q5,http://wikidata.org/entity/Q75540217
Q75249221,1,Evelyn Pierrepont,noblewoman; (1691-1727),Q5,http://wikidata.org/entity/Q75249221
Q75269500,1,Frances Pierrepont,(1690-1761),Q5,http://wikidata.org/entity/Q75269500
Q11900058,2,explorer,person who by means of travel searches out new information,Q12737077,http://wikidata.org/entity/Q11900058
Q5416411,1,"Evelyn Pierrepont, 1st Duke of Kingston-upon-Hull",English nobleman and politician,Q5,http://wikidata.org/entity/Q5416411
Q27912179,1,Mary Feilding,English noblewoman; (1668 - 1697 (1692?),Q5,http://wikidata.org/entity/Q27912179
Q121411533,1,John Broughton,English clergyman and philosopher (1670s-1720),Q5,http://wikidata.org/entity/Q121411533
Q24203658,1,Leopoldo Metastasio,,Q5,http://wikidata.org/entity/Q24203658
Q686522,5,University of Music and Performing Arts Vienna,"university in Vienna, Austria",Q875538,http://wikidata.org/entity/Q686522
Q3527165,1,Aldwincle,"village in North Northamptonshire, Northamptonshire, United Kingdom",Q532,http://wikidata.org/entity/Q3527165
Q75652077,1,Erasmus Dryden,(1602-1654),Q5,http://wikidata.org/entity/Q75652077
Q75652078,1,Mary Pickering,d.1676,Q5,http://wikidata.org/entity/Q75652078
Q617407,1,Eton,"Town in Berkshire, England",Q3957,http://wikidata.org/entity/Q617407
Q18730102,1,Christopher Milton,"Milton, Sir Christopher (1615–1693), judge",Q5,http://wikidata.org/entity/Q18730102
Q96089253,1,Anne Milton,(1604-1640),Q5,http://wikidata.org/entity/Q96089253
Q3809493,1,John Milton,Father of poet John Milton and English composer (1563-1647),Q5,http://wikidata.org/entity/Q3809493
Q96089257,1,Sara Jeffrey,(1566-1637),Q5,http://wikidata.org/entity/Q96089257
Q5344849,1,Edward Phillips,English author (1630-1696),Q5,http://wikidata.org/entity/Q5344849
Q714717,1,Christ's College,college of the University of Cambridge,Q1055028,http://wikidata.org/entity/Q714717
Q4463183,1,Johann Trier,German organist,Q5,http://wikidata.org/entity/Q4463183
Q123438,1,Bogatynia,city of Poland,Q3957,http://wikidata.org/entity/Q123438
Q213906,1,Friedrich Schneider,German composer and conductor,Q5,http://wikidata.org/entity/Q213906
Q214436,1,August Ferdinand Anacker,German Music cantor/conductor,Q5,http://wikidata.org/entity/Q214436
Q747254,1,Ernst Julius Otto,German composer (1804–1877),Q5,http://wikidata.org/entity/Q747254
Q32074,1,Neustadt bei Coburg,"city in Bavaria, Germany",Q448801,http://wikidata.org/entity/Q32074
Q2252262,1,rapper,artist who speaks rhymes in a rhythm over music,Q66715801,http://wikidata.org/entity/Q2252262
Q753110,1,songwriter,person who writes the words or music to songs,Q66715801,http://wikidata.org/entity/Q753110
Q183945,1,record producer,individual who oversees and manages the recording of an artist's music,Q66715801,http://wikidata.org/entity/Q183945
Q1156982,1,Bedford–Stuyvesant,"neighborhood in Brooklyn, New York City, United States",Q61298320,http://wikidata.org/entity/Q1156982
Q65,1,Los Angeles,"seat of Los Angeles County, and largest city in California, United States",Q13218391,http://wikidata.org/entity/Q65
Q55999469,1,Voletta Wallace,mother of the Notorious B.I.G.,Q5,http://wikidata.org/entity/Q55999469
Q5546181,1,George Westinghouse Career and Technical Education High School,"high school in Brooklyn, New York City",Q9826,http://wikidata.org/entity/Q5546181
Q4917627,1,Bishop Loughlin Memorial High School,"high school in Brooklyn, New York City",Q9826,http://wikidata.org/entity/Q4917627
Q75514485,1,"Sir William Ellys, 2nd Bt.",(died 1727),Q5,http://wikidata.org/entity/Q75514485
Q76331709,1,Isabella Hampden,Peerage person ID=694550,Q5,http://wikidata.org/entity/Q76331709
Q132499,1,Höchst,district of Frankfurt am Main,Q79416466,http://wikidata.org/entity/Q132499
Q14274,1,Aarau,"capital of Canton Aargau, Switzerland",Q70208,http://wikidata.org/entity/Q14274
Q808532,1,Barnstaple,"town and civil parish in Devon, England",Q3957,http://wikidata.org/entity/Q808532
Q193196,2,University College London,"public research university in London, England, United Kingdom",Q15407956,http://wikidata.org/entity/Q193196
Q593321,1,University of Genoa,"university in Genoa, Italy",Q3918,http://wikidata.org/entity/Q593321
Q10872101,1,anatomist,scientist with a specialty in anatomy,Q28640,http://wikidata.org/entity/Q10872101
Q202883,1,veterinarian,"professional who treats disease, disorder, and injury in animals",Q66811410,http://wikidata.org/entity/Q202883
Q10429346,2,bibliographer,person who describes and lists books and other publications,Q28640,http://wikidata.org/entity/Q10429346
Q525439,1,Franqueville-Saint-Pierre,"commune in Seine-Maritime, France",Q484170,http://wikidata.org/entity/Q525439
Q182188,1,Samatan,"commune in Gers, France",Q484170,http://wikidata.org/entity/Q182188
Q2828086,1,Aimé Paris,French music educator and inventor of writing system (1798-1866),Q5,http://wikidata.org/entity/Q2828086
Q151197,1,military engineer,military vocation,Q6857706,http://wikidata.org/entity/Q151197
Q189290,2,military officer,member of an armed force or uniformed service who holds a position of authority,Q6857706,http://wikidata.org/entity/Q189290
Q165090,1,Chambéry,"commune in Savoie, France",Q484170,http://wikidata.org/entity/Q165090
Q12193,1,Brest,"port city in the Finistère department, Brittany, France",Q484170,http://wikidata.org/entity/Q12193
Q426025,1,Duchy of Savoy,state in Western Europe that existed from 1416 to 1860,Q26830017,http://wikidata.org/entity/Q426025
Q2958262,1,Charles-Nicolas Cochin the Elder,French line-engraver (1688-1754),Q5,http://wikidata.org/entity/Q2958262
Q3263641,1,Louise-Magdeleine Horthemels,French printmaker (1686–1767),Q5,http://wikidata.org/entity/Q3263641
Q3383919,1,Pierre Beljambe,,Q5,http://wikidata.org/entity/Q3383919
Q61735219,1,Louis Cellot,"Cellot, Louis (1731–1815)",Q5,http://wikidata.org/entity/Q61735219
Q505909,1,Höchstädt an der Donau,town of Germany,Q42744322,http://wikidata.org/entity/Q505909
Q10547393,1,local politician,"politician involved in local, as opposed to national, government",Q12737077,http://wikidata.org/entity/Q10547393
Q558901,1,Willmars,municipality of Germany,Q116457956,http://wikidata.org/entity/Q558901
Q63197341,1,Anselmo Feijoo Montenegro,Spanish military personnel,Q5,http://wikidata.org/entity/Q63197341
Q12385587,1,Casdemiro,"human settlement in O Pereiro de Aguiar, Ourense Province, Spain",Q20541692,http://wikidata.org/entity/Q12385587
Q2303432,1,University of Oviedo,"public university in Asturias, Spain",Q875538,http://wikidata.org/entity/Q2303432
Q667315,1,Blainville-sur-Mer,"commune in Manche, France",Q484170,http://wikidata.org/entity/Q667315
Q12460,2,Lier,"city in Antwerp province, Belgium",Q493522,http://wikidata.org/entity/Q12460
Q31824079,2,Lier,"town in the municipality of the same name, Belgium",Q3957,http://wikidata.org/entity/Q31824079
Q11727152,1,Chotěborky,village in Trutnov District of Hradec Králové region,Q61089180,http://wikidata.org/entity/Q11727152
Q960222,1,Giovanni Battista Somis,Italian violinist and composer (1686-1763),Q5,http://wikidata.org/entity/Q960222
Q103640,1,Breno,Italian comune,Q747074,http://wikidata.org/entity/Q103640
Q23894249,1,Erasbach,church village in Upper Palatinate,Q253019,http://wikidata.org/entity/Q23894249
Q31519,1,Charles University,oldest and largest university in the Czech Republic,Q875538,http://wikidata.org/entity/Q31519
Q7324338,1,Richard Brind,English musician,Q5,http://wikidata.org/entity/Q7324338
Q16191541,1,Franz Eck,German violinist,Q5,http://wikidata.org/entity/Q16191541
Q27995018,1,Charles Louis Maucourt,,Q5,http://wikidata.org/entity/Q27995018
Q55891242,1,Karl Heinrich Spohr,,Q5,http://wikidata.org/entity/Q55891242
Q135639478,1,,,Q5,http://wikidata.org/entity/Q135639478
Q215083,1,Ferdinand David,German musician (1810–1873),Q5,http://wikidata.org/entity/Q215083
Q327024,1,Fredrik Pacius,German composer resided in Finland (1809-1891),Q5,http://wikidata.org/entity/Q327024
Q571562,1,Bernhard Molique,German violinist and composer (1802-1869),Q5,http://wikidata.org/entity/Q571562
Q896269,1,Hubert Ries,German composer (1802–1886),Q5,http://wikidata.org/entity/Q896269
Q11792067,1,Nikodem Biernacki,Polish violinist and composer (1825-1892),Q5,http://wikidata.org/entity/Q11792067
Q43955814,1,Karl Julius Abt,,Q5,http://wikidata.org/entity/Q43955814
Q16096,1,Vechta,"town in the German state of Lower Saxony, and capital of the district of Vechta",Q2267870,http://wikidata.org/entity/Q16096
Q503640,1,Gunzenhausen,German town in Bavaria,Q42744322,http://wikidata.org/entity/Q503640
Q116182872,1,Andreas Osiander,"Abt 1443/1444 Auhausen, Württemberg - Aft 1524 Nürnberg",Q5,http://wikidata.org/entity/Q116182872
Q116182875,1,Anna Herzog,1458 Nürnberg - 1540 Nürnberg,Q5,http://wikidata.org/entity/Q116182875
Q462039,1,University of Ingolstadt,"former university in Ingolstadt, Bavaria (1472–1800)",Q3918,http://wikidata.org/entity/Q462039
Q12792,1,Vaucluse,"department in Provence-Alpes-Côte d'Azur, France",Q6465,http://wikidata.org/entity/Q12792
Q1364637,1,Giacobbe Cervetto,Italian composer active in England,Q5,http://wikidata.org/entity/Q1364637
Q18671675,1,Joanna Maria Lindehleim,British soprano (d. 1724),Q5,http://wikidata.org/entity/Q18671675
Q1473756,1,Royal Academy of Music,company founded to support the performance of operas by Händel in London,Q783794,http://wikidata.org/entity/Q1473756
Q18593211,1,John Festing,"music teacher, elder brother of Michael Christian Festing",Q5,http://wikidata.org/entity/Q18593211
Q110427056,1,John Festing,Abt 1672/1673 -,Q5,http://wikidata.org/entity/Q110427056
Q110427057,1,Elizabeth Casey,Abt 1680/1681 -,Q5,http://wikidata.org/entity/Q110427057
Q1313794,1,Grimani,Venetian patrician family,Q13417114,http://wikidata.org/entity/Q1313794
Q22640,1,Thionville,"commune in Moselle, France",Q484170,http://wikidata.org/entity/Q22640
Q1058168,1,Roissy-en-Brie,"commune in Seine-et-Marne, France",Q484170,http://wikidata.org/entity/Q1058168
Q1339827,2,Gaetano Greco,Italian composer,Q5,http://wikidata.org/entity/Q1339827
Q54522,1,Strongoli,"comune and town in the province of Crotone, in Calabria, Italy",Q747074,http://wikidata.org/entity/Q54522
Q605643,1,Antonio Veracini,Italian composer,Q5,http://wikidata.org/entity/Q605643
Q8645,1,Lanciano,Italian comune,Q747074,http://wikidata.org/entity/Q8645
Q20808141,1,University of Strasbourg,German or French university (1538-1970),Q3918,http://wikidata.org/entity/Q20808141
Q24982149,1,Claude Godard d'Aucour,French writer (1716-1795),Q5,http://wikidata.org/entity/Q24982149
Q2854028,1,Antoine Groignard,French architect (1727–1799),Q5,http://wikidata.org/entity/Q2854028
Q682607,1,Rainbach im Mühlkreis,"municipality in Freistadt District, Upper Austria, Austria",Q562061,http://wikidata.org/entity/Q682607
Q173065,1,Kingdom of Naples,Italian state (1282–1816),Q3024240,http://wikidata.org/entity/Q173065
Q23103,1,Shropshire,ceremonial county in the United Kingdom,Q180673,http://wikidata.org/entity/Q23103
Q498078,1,Bad Arolsen,"town in Landkreis Waldeck-Frankenberg in Hesse, Germany",Q6882870,http://wikidata.org/entity/Q498078
Q341777,1,Čáslav,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q341777
Q60847808,1,Saint-Germain-en-Laye,"commune in Yvelines, France",Q484170,http://wikidata.org/entity/Q60847808
Q183111,1,Jihlava,city in Czechia,Q15978299,http://wikidata.org/entity/Q183111
Q270532,1,University of Aberdeen,"university in Aberdeen, Scotland, United Kingdom",Q62078547,http://wikidata.org/entity/Q270532
Q4138967,1,Christian Friedrich Johann Girschner,"German organist, composer, and music teacher (1794–1860)",Q5,http://wikidata.org/entity/Q4138967
Q959789,1,Josef Proksch,Czech music educator and pianist,Q5,http://wikidata.org/entity/Q959789
Q504499,1,Freystadt,municipality in Landkreis Neumarkt in der Oberpfalz in Germany,Q42744322,http://wikidata.org/entity/Q504499
Q6172004,1,Jeanne-Hippolyte Devismes,French composer,Q5,http://wikidata.org/entity/Q6172004
Q8897,1,Blasewitz,"borough of Dresden, Germany",Q253019,http://wikidata.org/entity/Q8897
Q687026,1,Himmelpfortgrund,quarter of Vienna,Q123705,http://wikidata.org/entity/Q687026
Q414936,1,Akademisches Gymnasium,high school building in Vienna,Q55043,http://wikidata.org/entity/Q414936
Q23380,1,Jean-Auguste-Dominique Ingres,French painter (1780–1867),Q5,http://wikidata.org/entity/Q23380
Q2833555,1,Alexandre-Marie Colin,French painter (1798-1875),Q5,http://wikidata.org/entity/Q2833555
Q161145,1,Horace Vernet,French painter (1789–1863),Q5,http://wikidata.org/entity/Q161145
Q18508256,1,Gustave Janet,French draughtsman and lithographer (1829-1898),Q5,http://wikidata.org/entity/Q18508256
Q273593,1,Beaux-Arts de Paris,national school of fine arts in France,Q383092,http://wikidata.org/entity/Q273593
Q209898,2,Johan Wagenaar,"Dutch composer, teacher, and organist",Q5,http://wikidata.org/entity/Q209898
Q2196484,1,Willem Voormolen,Dutch politician (1856–1909),Q5,http://wikidata.org/entity/Q2196484
Q136009268,1,Aleida Maria Wentholt,28 Apr 1866 Hellevoetsluis - 7 Apr 1913 Rijsenburg,Q5,http://wikidata.org/entity/Q136009268
Q3661158,1,Casa Rossini,"Museum in Pesaro, Italy",Q19979289,http://wikidata.org/entity/Q3661158
Q3687222,2,Conservatorio Giovanni Battista Martini,"music conservatory in Bologna, Italy",Q4671277,http://wikidata.org/entity/Q3687222
Q14808,1,Oranienburg,"town in Brandenburg state, Germany",Q1548518,http://wikidata.org/entity/Q14808
Q1254772,1,Yannis Ioannidis,Greek composer and conductor (1930 - 2026),Q5,http://wikidata.org/entity/Q1254772
Q55038,2,Berlin University of the Arts,"public art school in Berlin, Germany",Q1021290,http://wikidata.org/entity/Q55038
Q21620169,1,Johannes Aafjes,,Q5,http://wikidata.org/entity/Q21620169
Q21620194,1,Nicolasina Aafjes,,Q5,http://wikidata.org/entity/Q21620194
Q234735,1,Meudon,"commune in Hauts-de-Seine, France",Q484170,http://wikidata.org/entity/Q234735
Q500588,1,L'Aigle,"commune in Orne, France",Q484170,http://wikidata.org/entity/Q500588
Q95094,1,Cento,"comune in Emilia-Romagna, Italy",Q747074,http://wikidata.org/entity/Q95094
Q20352,1,Neustrelitz,"town in Mecklenburg-Vorpommern, Germany",Q42744322,http://wikidata.org/entity/Q20352
Q7078,1,Rottenburg am Neckar,"city in Baden-Württemberg, Germany",Q42744322,http://wikidata.org/entity/Q7078
Q571925,1,Gröningen,municipality of Germany,Q42744322,http://wikidata.org/entity/Q571925
Q124428561,1,Wolfgang Kirmayr,,Q5,http://wikidata.org/entity/Q124428561
Q42807,1,Nîmes,city and prefecture of the Gard department in the Occitanie region of Southern France,Q484170,http://wikidata.org/entity/Q42807
Q51878,1,San Vito dei Normanni,Italian comune,Q515,http://wikidata.org/entity/Q51878
Q72118,1,Frattamaggiore,Italian comune,Q747074,http://wikidata.org/entity/Q72118
Q822752,1,Bernard Václav Štiasný,Czech composer (1760-1835),Q5,http://wikidata.org/entity/Q822752
Q105454215,1,Jan Šťastný,Czech musician,Q5,http://wikidata.org/entity/Q105454215
Q47542426,1,Louis Lee,German cellist and composer,Q5,http://wikidata.org/entity/Q47542426
Q21494,1,Muttersholtz,"commune in Bas-Rhin, France",Q484170,http://wikidata.org/entity/Q21494
Q725308,1,George Jamesone,Scottish painter (1587-1644),Q5,http://wikidata.org/entity/Q725308
Q338523,1,Accademia di San Luca,Italian association of artists in Rome,Q162633,http://wikidata.org/entity/Q338523
Q174019,1,Béziers,"city in Hérault, Occitanie, France",Q484170,http://wikidata.org/entity/Q174019
Q15430949,1,Christina Houbraken,Dutch artist,Q5,http://wikidata.org/entity/Q15430949
Q2523302,1,Antonina Houbraken,Dutch artist (1686-1736),Q5,http://wikidata.org/entity/Q2523302
Q2310145,1,meteorologist,scientist specialising in meteorology,Q28640,http://wikidata.org/entity/Q2310145
Q165980,3,University of Vienna,"public university in Vienna, Austria",Q3918,http://wikidata.org/entity/Q165980
Q326358,1,joiner,"profession; artisan, tradesperson, who builds things by joining pieces of wood, particularly lighter and more ornamental work than that done by a carpenter, including furniture",Q56604560,http://wikidata.org/entity/Q326358
Q1284709,1,master craftsman,occupational rank,Q12737077,http://wikidata.org/entity/Q1284709
Q559597,1,cabinetmaker,profession; person practicing cabinetry,Q12737077,http://wikidata.org/entity/Q559597
Q1840608,1,guildmaster,head of a guild,Q4164871,http://wikidata.org/entity/Q1840608
Q5322166,1,designer,person who designs,Q28640,http://wikidata.org/entity/Q5322166
Q13077251,1,Bernard Montaut,French politician (1823-1899),Q5,http://wikidata.org/entity/Q13077251
Q97603276,1,Gabriel Xavier Montaut,French artist,Q5,http://wikidata.org/entity/Q97603276
Q192229,1,County Tyrone,county in Northern Ireland,Q1317848,http://wikidata.org/entity/Q192229
Q914040,1,Bridport,"market town in Dorset, England",Q3957,http://wikidata.org/entity/Q914040
Q743535,1,Chelsea,area of London and former civil parish,Q2755753,http://wikidata.org/entity/Q743535
Q2330979,1,polygraph,author who writes in a variety of fields,Q28640,http://wikidata.org/entity/Q2330979
Q3130629,1,Henry Basnage,French lawyer,Q5,http://wikidata.org/entity/Q3130629
Q1858637,1,Jacques Thomelin,French composer and organist,Q5,http://wikidata.org/entity/Q1858637
Q2187815,2,Charles Couperin,French organist,Q5,http://wikidata.org/entity/Q2187815
Q39121,1,Leeds,"city in West Yorkshire, England, United Kingdom",Q515,http://wikidata.org/entity/Q39121
Q497060,1,Plön,"municipality in Schleswig-Holstein, Germany",Q134626,http://wikidata.org/entity/Q497060
Q7595111,1,St Paul's Cathedral School,independent school associated with St Paul's Cathedral in London,Q2418495,http://wikidata.org/entity/Q7595111
Q1350189,1,egyptologist,person who studies Ancient Egypt and its antiquities,Q28640,http://wikidata.org/entity/Q1350189
Q1162163,1,director,person who leads a particular area of a company or organization,Q28640,http://wikidata.org/entity/Q1162163
Q73462,1,Zaltbommel,city in the Netherlands,Q13539802,http://wikidata.org/entity/Q73462
Q1860378,1,Rijksmuseum van Oudheden,national archaeological museum of the Netherlands,Q17431399,http://wikidata.org/entity/Q1860378
Q2540461,1,Wahrenbrück,"village in Brandenburg state, Germany",Q253019,http://wikidata.org/entity/Q2540461
Q516707,1,Uebigau-Wahrenbrück,"town in Brandenburg state, Germany",Q42744322,http://wikidata.org/entity/Q516707
